Référence,Description,Domaine 1,Domaine 2,Domaine 3,Civilisation,Période,Date précise début,Date précise fin,Pays de découverte,Site/Lieu de découverte,Lieu de production,Référence de l'objet,Type de document,Auteur du document,Année du document,Latitude,Longitude,Altitude,Précision
IAS-COL-69271,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Angle ouest de la cour rhodienne[/t].
[nl] [8.6 x 8.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69272,"[t][t] Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Angle de l'avant-cour des bâtiments nord (point A)[/t].
[nl] [8.7 x 8.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69273,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Encoignure contre le massif du tombeau (point B)[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Tombe/Tombeau,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69274,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Angle occidental de la cour sud[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69275,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Quartier arabe[/t].
[nl] [8.8 x 13 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Quartier,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69276,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Maison byzantine sur la rue V 3[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Rue,Romaine,Protobyzantine,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69277,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Péribole, soutènement de la rue V 3[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Péribole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69278,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bâtiments nord[/t].
[nl] [8.2 x 11.2 cm]
[nl] (Photographie en noir et blanc) 
",IMMOBILIER,Structure architecturale,Bâtiment de fonction indéterminée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69279,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bâtiments nord[/t].
[nl] [5.6 x 5.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Bâtiment de fonction indéterminée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XLVIII, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69280,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Porte de la salle de banquets (détail)[/t].
[nl] [8.8 x 8.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Salle de banquet,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69281,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Porte de la [i]cella[/i] A[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cella,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69282,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bâtiments nord[/t].
[nl] [7 x 6.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Bâtiment de fonction indéterminée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69283,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille près de l'Hôtel Zénobie[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69284,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille près de l'Hôtel Zénobie[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69285,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fondations de murs sous la grande cour[/t].
[nl] [8.6 x 8.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fondations,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69286,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Mur de fond du portique C 3[/t].
[nl] [8.8 x 12.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69287,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fondations de murs sous la grande cour[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fondations,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69288,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Mur de fond du portique R 3[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69289,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bâtiments nord[/t].
[nl] [5.6 x 5.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Bâtiment de fonction indéterminée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XLVIII, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69290,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Mur de fond du portique C 3[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69291,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Seuil de la porte[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Seuil,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69292,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bâtiments nord[/t].
[nl] [12.6 x 12.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Bâtiment de fonction indéterminée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69293,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69294,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fond de la [i]cella[/i] A[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Cella,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69296,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Sondage dans la cour rhodienne[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69297,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille près de l'Hôtel Zénobie[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69298,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Sondage sur la cour rhodienne[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69300,"[t]Palmyre/[i]Tadmor[/i]. Vue d'ensemble du site avec en premier plan des blocs de remploi dans un mur tardif (M')[/t].
[nl] [12.7 x 8.5 cm]
[nl] (Photographie en en noir et blanc)",IMMOBILIER,Elément architectonique,Bloc,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69301,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille[/t].",IMMOBILIER,Elément architectonique,Tranchée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69302,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69303,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille près de l'Hôtel Zénobie[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69304,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille[/t].",IMMOBILIER,Elément architectonique,Tranchée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69305,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Angle de l'avant-cour des bâtiments nord (point A)[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Bâtiment de fonction indéterminée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69306,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69307,"[t]Palmyre/[i]Tadmor [/i], sanctuaire de Baalshamîn. Murs tardifs entre des colonnes[/t].
[nl] [8.8 x 9 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69308,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bâtiments nord[/t].
[nl] [12.8 x 8.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Bâtiment de fonction indéterminée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69309,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69310,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69311,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Péribole au nord-ouest de la cour sud[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Péribole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69312,"[t]Palmyre/[i]Tadmor [/i], sanctuaire de Baalshamîn. Murs tardifs entre des colonnes[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69313,"[t]Palmyre/Tadmor, sanctuaire de Baalshamîn. Péribole au sud-est du temple[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Péribole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69314,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Péribole au sud du sanctuaire[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Péribole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69315,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Mur de fond du portique C 3[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69316,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Mur de fond du portique R 3[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. L, n°3, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69317,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Péribole au sud-est du temple[/t].
[nl] [10.2 x 7.2 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Péribole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LIII, n°4, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69318,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Mur de fond du portique C 3[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69319,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fondation de murs sous la grande cour[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fondations,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69320,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie de la fouille[/t].",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69321,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Péribole au sud-est du temple[/t].
[nl] [10.5 x 7.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Péribole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LIII, n°4, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69322,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Blocs[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire [i]in situ[/i] dans le mur de fond du portique C 3, derrière la 5e colonne à partir de l'angle sud, troisième assise au-dessus des fondations. On distingue encore quelques lettres d'une inscription très mutilée, peinte en rouge (3 lignes) Dimensions: 51.5x30.0 cm. Hauteur des lettres: 5.5 cm. Interligne: plus ou moins 1.5 cm. L'inscription est la suivante: &quot;Emplacement réservé … pour Malkou (fils de) Taimai.&quot; Le bloc a été dégagé le 29 septembre 1954.
[nl] Un deuxième bloc de calcaire au-dessous du précédent comporte également une inscription. Dimensions: 81.5x48.0 cm. Hauteur des lettres: entre 8.0 et 11.0 cm. Interligne: 5.0 cm. L'inscription est la suivante: &quot;Pour Malkou (fils de) Taimai.&quot;",IMMOBILIER,Elément architectonique,Bloc,Romaine,Haut-Empire,100,200,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 81-82, pl. XVIII, n°68-69, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,Site
IAS-COL-69323,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Mur de fond du portique R 3[/t].
[nl] [8.6 x 8.7 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Mur,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69324,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fondations de murs sous la grande cour[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fondations,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69325,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fondations de murs sous la grande cour[/t].
[nl] [7.5 x 10.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fondations,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,
IAS-COL-69326,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Blocs de remploi dans un mur tardif (M')[/t].
[nl] [11.7 x 8.8 cm] 
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Bloc,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LIII, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69327,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Blocs de remploi dans un mur tardif (M')[/t].
[nl] [12.4 x 8.8 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Bloc,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LIII, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69380,"[t]Palmyre/[i]Tadmor[/i], Grande Colonnade[/t].
[nl] [11.9x7.8] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Colonne,Romaine,Haut-Empire,180,220,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69381,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Portique C 1, colonnes relevées[/t].
[nl] [11.6 x 8 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XLIV, n°5, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69382,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Autel et portique T 2[/t].
[nl] [7 x 6.7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,73,73,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIX, n°3 et pl. LVIII, n°5, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 37-38, pl. VII, n°24, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69383,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Cour sud[/t].
[nl] [12.8 x 8.6 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
