,accession_credit_line,creator,culture,culture_area,curatorial_section,date_made,date_made_early,date_made_late,description,emuIRN,iconography,image_url,manufacture_locationlocus,material,measurement_height,measurement_length,measurement_outside_diameter,measurement_tickness,measurement_unit,measurement_width,native_name,object_name,object_number,other_numbers,period,provenience,technique,url
1641,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1905",,,,Egyptian,,,,"Buff ware, Flat base with potter's mark of ""A"". Decoration of frog on body, curves with ribbing between neck.",42070,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/68192.jpg""",,Ceramic,,,,,cm,,,Lamp,E11609,AES3574,Roman Period,Egypt|Ehnasya,,http://www.penn.museum/collections/object/42070
1642,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1905",,,,Egyptian,400 - 500 AD,400,500,"Reddish ware. Fragment of discus covered with large ribbed cross, between which are small crosses. Broad, vertical, loop handle.",190006,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/68193.jpg""",,Ceramic,,,,,,,,Lamp,E11639,AES3603,,Egypt|Ehnasya,Incised,http://www.penn.museum/collections/object/190006
1643,"Distribution from the Egyptian Research Account; William Flinders Petrie, 1895",,,,Egyptian,,,,Remains of teeth at both ends.,229953,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/165652.jpg""",,Ivory,,6.5,,,cm,4.7,,Comb (Hair - grooming tool),E1167,ES 1167,,Egypt|Ballas (uncertain)|Naqada (uncertain),,http://www.penn.museum/collections/object/229953
1644,"Distribution from the Egypt Exploration Fund, 1900",,,,Egyptian,1539-1292 BC,-1540,-1291,,261629,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/262339.jpg""",,Wood|Stucco|Pigment,,,,,,,,Coffin,E12250,AES 3933,Eighteenth Dynasty|New Kingdom,Egypt|Abydos,,http://www.penn.museum/collections/object/261629
1645,"Distribution from the Egypt Exploration Fund, 1912",,,,Egyptian,1539-1190 BC,-1540,-1189,In front of the tubes is carved a figure of Bes. Object is broken into two pieces with very small additional flakes.,279861,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/172426.jpg""",,Ivory,,,,,,,,Triple Kohl Tube,E12288,,Eighteenth Dynasty|Nineteenth Dynasty|New Kingdom,Egypt|Abydos,,http://www.penn.museum/collections/object/279861
1646,"Distribution from the Egypt Exploration Fund, 1912",,,,Egyptian,,,,,99465,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/165661.jpg""",,Ivory,,8.7,,,cm,0.4,,Hair Pin,E12319,,,Egypt|Abydos,,http://www.penn.museum/collections/object/99465
1647,"Distribution from the Egypt Exploration Fund; Subscription of E. B. Coxe, 1914",,Roman,,Egyptian,,,,Salmon ware. Traces of potter's mark on base. Whole frog surrounded bu naturalistic vine pattern on body. Small filling hole. Nozzle blackened.,310310,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/68202.jpg""",,Terracotta,,,,,,,,Lamp,E12452,,,Egypt|Antinoe,Incised,http://www.penn.museum/collections/object/310310
1648,"Gift of Mrs. Dillwyn Parrish, 1914",,,,Egyptian,,,,Painted coffin.,228902,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/262686.jpg""",,Wood|Pigment,,,,,,,,Coffin Fragment,E12618C,DP 242,,Egypt,Painted,http://www.penn.museum/collections/object/228902
1649,"Distribution from the Egyptian Research Account; William Flinders Petrie, 1895",,,,Egyptian,,,,Cylindrical,219790,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/165958.jpg""",,Alabaster,,,,,,,,Vase,E1262,E 1262,,Egypt|Ballas (uncertain)|Naqada (uncertain),,http://www.penn.museum/collections/object/219790
1650,"Gift of Mrs. Dillwyn Parrish, 1914",,,,Egyptian,,,,Woven palm leaf sandal for right foot.  No straps,180867,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/262543.jpg""",,Palm Leaf,,,,,,,,Sandal,E12931B,DP 258,,Egypt,Woven,http://www.penn.museum/collections/object/180867
1651,"Gift of Mrs. Dillwyn Parrish, 1914",,,,Egyptian,,,,Grotesque Male Nude,172005,Man|Nude,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/229440.jpg""",,Terracotta,,,,,,,,Figurine,E12958,DP 218,,Egypt,,http://www.penn.museum/collections/object/172005
1652,"Gift of Mrs. Dillwyn Parrish, 1914",,,,Egyptian,,,,Multicolor cartonnage panel with an image of Duamutef standing facing right.  His name appears above him in hieroglyphs.,300813,Duamutef|Jackal,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/262571.jpg""",,Cartonnage,,,,,,,,Cartonnage,E12974,,,Egypt,,http://www.penn.museum/collections/object/300813
1653,"Distribution from the Egyptian Research Account; William Flinders Petrie, 1895",,,,Egyptian,,,,"Red ware, dark red slip. Decorations in white paint. Inside - chevrons and parallel lines. Outside - a row of solid white triangles and two groups of parallel lines. Flat base, expanding sides, flaring rim.",204161,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/67925.jpg""",,Ceramic|Paint,,,,,,,,Bowl,E1412,ES 1412,Early Predynastic,Egypt|Naqada,,http://www.penn.museum/collections/object/204161
1654,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,Egyptian,,,,"Red ware. Rounded base, nearly straight sides, wide mouth, flared rim, chipped.",186865,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/263159.jpg""",,Ceramic,,,,,,,,Jar,E14397,AES278,,Egypt|Dendereh,,http://www.penn.museum/collections/object/186865
1655,"Distribution from the Egyptian Research Account;  William Flinders Petrie; subscription of Mrs. John Harrison, 1895",,Coptic,,Egyptian,,,,Small fragments of wool & linen cut from larger pieces to be given to schools.,517305,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/189666.jpg""",,Linen|Wool,,10.0,,,cm,6.0,,Textile,E1445B.11,,Coptic Period,Egypt|Fayum|Hawara,,http://www.penn.museum/collections/object/517305
1656,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt;  Clarence Stanley Fisher, 1915-1923",,,,Egyptian,,,,fan shaped,169568,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/112137.jpg""",,Bronze,12.2,,,,cm,,,Mirror,29-65-659,D4092,,Egypt|Dendereh,,http://www.penn.museum/collections/object/169568
1657,"Distribution from the Egyptian Research Account, 1900",,,,Egyptian,1800-1600 BC,-1800,-1600,Bronze mirror with a handle in the shape of a papyrus plant with a braided stalk.  The reflecting disk is thick and elliptical in shape.,150642,Papyrus,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/85226.jpg""",,Bronze,,19.05,,,cm,10.16,,Mirror,E9211,AES 1900,Late Middle Kingdom|Second Intermediate Period,Egypt|Abydos,,http://www.penn.museum/collections/object/150642
1658,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt; Clarence Stanley Fisher, 1915",,,,Egyptian,,,,"Broken. Relief. One side, head. Other side, crane (?).",133777,Crane?,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/275972.jpg""",,Limestone,,,,,,,,Sculptor's Model,E13633,M2679,,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/133777
1659,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt; Clarence Stanley Fisher, 1915",,,,Egyptian,,,,Fragmentary. Crudely drawn Hathor head and cat's head.,274005,Hathor Head|Cat Head,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276025.jpg""",,Limestone,,,,,,,,Sculptor's Model,E13637,M3019,,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/274005
1660,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt; Clarence Stanley Fisher, 1916",,,,Egyptian,,,,"Limestone, Man's head, facing left.",328666,Male Head,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276031.jpg""",,Limestone,,,,,,,,Sculptor's Model,E13640,M4864,,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/328666
1661,"Distribution from the Egyptian Research Account, 1896",,,,Egyptian,,,,Head of King and hand.,48310,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276348.jpg""",,Limestone,,,,,,,,Ostracon,E16026,ES1879,,"Egypt|Thebes, Egypt",,http://www.penn.museum/collections/object/48310
1662,"Distribution from the Egyptian Research Account, 1896",,,,Egyptian,,,,Artist's trial piece. Indefinite cuttings.,64689,Trial Piece,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274939.jpg""",,Limestone,,,,,,,,Ostracon|Trial Piece,E1876,ES1876A,,"Egypt|Thebes, Egypt",,http://www.penn.museum/collections/object/64689
1663,"Distribution from the Egyptian Research Account, 1896",,,,Egyptian,,,,"Sculptor's exercise. Signs n, nb, etc.",301240,Trial Piece,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274985.jpg""",,Limestone,,,,,,,,Ostracon|Trial Piece,E1879,,,"Egypt|Thebes, Egypt",,http://www.penn.museum/collections/object/301240
1664,"Distribution from the Egyptian Research Account, 1896",,,,Egyptian,,,,Artist's trial piece. Onuris spearing.,101778,Trial Piece,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274956.jpg""",,Limestone,,,,,,,,Ostracon|Trial Piece,E1882,ES 1882,,"Egypt|Thebes, Egypt",,http://www.penn.museum/collections/object/101778
1665,"Distribution from the Egyptian Research Account, 1896",,,,Egyptian,,,,"Flake with drawing. Offering scene of two women feasting, painted in black and red.",186747,Trial Piece,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274990.jpg""",,Limestone,,,,,,,,Ostracon,E1885,,,"Egypt|Thebes, Egypt",,http://www.penn.museum/collections/object/186747
1666,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Brown-black ware. With portion of hieroglyphic inscription,34021,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273464.jpg""",,Ceramic,,,,,cm,5.0,,Ostracon,29-86-769,142,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/34021
1667,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Pottery. With drawing of eagle with headdress on smooth side in black ink.,164151,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274028.jpg""",,Ceramic|Paint,,10.8,,,cm,10.0,,Ostracon,29-86-943,14,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/164151
1668,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Pottery, red-black. Inscribed with Egyptian sketches. Very thick ware perhaps portion of canopic jar.",446450,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274096.jpg""",,Ceramic,,,18.0,,cm,,,Ostracon,29-86-945,33|94533,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/446450
1669,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Thick red pottery. WIth sphinx in black paint.,235243,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274050.jpg""",,Ceramic|Paint,,14.3,,,cm,,,Ostracon,29-86-951,87,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/235243
1670,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Thick brown ware. WIth black signs on both sides (Egyptian); on reverse, a tall necked pot.",73371,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274084.jpg""",,Ceramic|Paint,,,,,cm,9.0,,Ostracon,29-86-953,96,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/73371
1671,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Thin brown ware. With signs in black paint. (Kufic?),195774,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274103.jpg""",,Ceramic|Paint,,9.6,,,cm,22.0,,Ostracon,29-86-955,98,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/195774
1672,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Two pieces joined, with concentric circle in black paint.",317041,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274076.jpg""",,Ceramic|Paint,,7.4,,,cm,7.0,,Ostracon,29-86-957,100,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/317041
1673,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Thick red ware. With representation of head of owl in black paint.,117821,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/64078.jpg""",,Ceramic|Paint,,9.0,,,cm,,,Ostracon,29-86-960,104,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/117821
1674,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Thin red-black ware. WIth portion of head in black paint,220662,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274094.jpg""",,Ceramic|Paint,,6.6,,,cm,,,Ostracon,29-86-963,109,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/220662
1675,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Red-black ware. With markings in black paint. Foot, partial leg",23183,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274120.jpg""",,Ceramic|Paint,,6.8,,,cm,,,Ostracon,29-86-965,112,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/23183
1676,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Thick red pottery. With black markings,125156,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274115.jpg""",,Ceramic|Paint,,7.0,,,cm,,,Ostracon,29-86-967,122,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/125156
1677,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Red-black ware. With portion of design,71242,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274067.jpg""",,Ceramic|Paint,,,,,cm,5.6,,Ostracon,29-86-974,143,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/71242
1678,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Red-black ware. Line drawing  in black,122191,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274106.jpg""",,Ceramic|Paint,,,,,cm,7.0,,Ostracon,29-86-979,183,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/122191
1679,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Red-black ware. Drawings of handholding a roll and legs of eagle in black paint.,106273,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274073.jpg""",,Ceramic|Paint,,,,,cm,9.0,,Ostracon,29-86-981,195,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/106273
1680,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Red-black ware. Head in black paint,50903,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274056.jpg""",,Ceramic|Paint,,9.5,,,cm,,,Ostracon,29-86-987,210,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/50903
1681,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Thin red ware. Design in black. Ribbed.,300870,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274092.jpg""",,Ceramic|Paint,,,,,cm,11.1,,Ostracon,29-86-989,217,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/300870
1682,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Red-black ware. Figure in black paint,298520,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274097.jpg""",,Ceramic|Paint,,,,,cm,11.2,,Ostracon,29-86-991,222,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/298520
1683,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Brown ware; white grits. Portion of figure in black,219502,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274081.jpg""",,Ceramic|Paint,,,,,cm,8.3,,Ostracon,29-86-995,448|t3,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/219502
1684,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Red-black ware. Drawing of face, both sides.",286579,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274052.jpg""",,Ceramic|Paint,,,,,cm,12.2,,Ostracon,29-86-997,525|T4,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/286579
1685,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Red-black ware. Drawing in black.,342306,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274125.jpg""",,Ceramic|Paint,,,,,cm,7.0,,Ostracon,29-86-999,662,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/342306
1686,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Pottery, red ware. Black sketch of head.",114532,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274044.jpg""",,Ceramic|Paint,,8.7,,,cm,,,Sherd,29-87-1,964,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/114532
1687,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,"Pottery, buff ware. With grotesque drawing of head.",203820,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274086.jpg""",,Ceramic|Paint,,,,,cm,9.7,,Sherd,29-87-4,1861,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/203820
1688,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Red-black ware. Inscription,24902,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274098.jpg""",,Ceramic,,,,,cm,7.4,,Ostracon,29-86-939,270,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/24902
1689,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1923",,,,Egyptian,,,,Drawing of baboon in black.,176779,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276002.jpg""",,Limestone|Pigment,,,,,,,,Sherd,E14256,125,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/176779
1690,"Purchased from William Flinders Petrie, 1890",,,,Egyptian,,,,,301357,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274523.jpg""",,Ceramic,,,,,,,,Sherd,E298,ES 298,,Egypt|Gurob,,http://www.penn.museum/collections/object/301357
1691,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,Egyptian,,,,"Inscribed in hieratic, ""The revered one, Bebi""",268771,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/275142.jpg""",,Ceramic,,,,,,,,Ostracon,E3545,AES315,,Egypt|Dendereh,,http://www.penn.museum/collections/object/268771
1692,"Distribution from the Egypt Exploration Fund, 1901",,,,Egyptian,3000 - 2800 BC,-3001,-2799,With mark.,773,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/275395.jpg""",,Ceramic,,,,,,,,Ostracon,E9846,AES 2372,Egyptian Early Dynastic|First Dynasty,Egypt|Abydos,,http://www.penn.museum/collections/object/773
1693,"Distribution from the Egypt Exploration Fund, 1901",,,,Egyptian,3000 - 2800 BC,-3001,-2799,With mark.,235309,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/275423.jpg""",,Ceramic,,,,,,,,Ostracon,E9857,AES 2383,Egyptian Early Dynastic|First Dynasty,Egypt|Abydos,,http://www.penn.museum/collections/object/235309
1694,"Distribution from the Egypt Exploration Fund, 1901",,,,Egyptian,3000 - 2800 BC,-3001,-2799,With mark.,62616,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/275420.jpg""",,Ceramic,,,,,,,,Ostracon,E9859,AES 2385,Egyptian Early Dynastic|First Dynasty,Egypt|Abydos,,http://www.penn.museum/collections/object/62616
